market,viewport,route,tier,assetType,url,isR2,runsObserved,aboveFold,loadedBeforeScrollRate,loadingAttr,poster,renderedWidth,renderedHeight,naturalWidth,naturalHeight,httpStatus,contentType,contentLengthBytes,cacheControl,etag,medianStartTimeMs,medianResponseEndMs,medianDurationMs,medianVideoCanPlayMs,medianPageLcpMs,pageLcpIsThisAssetRate,medianPageCls,classification,classificationScore,classificationReasons
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/brand/infravolt-wordmark-primary.webp,true,3,true,1,eager,,252,57,1040,235,200,image/webp,126044,,"""15ab34f45bad11445e87379fdf35c690""",168.80000000447035,295.30000000447035,126.5,,2640,0,0,NEEDS OPTIMISATION,3,above the fold; no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/cable-management.webp,true,3,false,1,lazy,,213,213,1024,1024,200,image/webp,1695614,,"""0504d347880f826b43fc96ac12cbc6fb""",2443.7000000029802,2576.7000000029802,133,,2640,0,0,CRITICAL,6,large file (1.62 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/busbar-systems.webp,true,3,false,1,eager,,213,213,1024,1024,200,image/webp,1637973,,"""9c06a079753a8741c9937486f7259cba""",168.89999999850988,357.1000000014901,190.79999999701977,,2640,0,0,CRITICAL,6,large file (1.56 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/underfloor-cable-trunking.webp,true,3,false,1,lazy,,213,213,1024,1024,200,image/webp,1620336,,"""12e01da1555dd0591896fd36b2732f57""",2443.8000000044703,2551,120,,2640,0,0,CRITICAL,6,large file (1.55 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/earthing-lightning-protection.webp,true,3,false,1,lazy,,213,213,1024,1024,200,image/webp,1781015,,"""277621dec07d86630ff44111c28dace1""",2443.8000000044703,2743.2000000029802,215,,2640,0,0,CRITICAL,7,large file (1.70 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/led-systems.webp,true,3,false,1,lazy,,213,213,1024,1024,200,image/webp,1717800,,"""6c6b2620906827ac13a5760292e962ab""",2443.89999999851,2701.3000000044703,257.40000000596046,,2640,0,0,CRITICAL,7,large file (1.64 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/ev-charging-systems.webp,true,3,false,1,lazy,,213,213,1024,1024,200,image/webp,1645686,,"""a1f5b5480144c89fa2d1b2b5325fa9ae""",2444.10000000149,2691.10000000149,330.20000000298023,,2640,0,0,CRITICAL,7,large file (1.57 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan-zonguldak-factory.webp,true,3,false,1,lazy,,707,398,1672,941,200,image/webp,2514210,,"""3da72dff4693e6e71389643ce1ca0a41""",2445.60000000149,3056.10000000149,610.5,,2640,0,0,CRITICAL,8,moderate transfer time (611 ms); large file (2.40 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,http://uk.infravolt.localhost:3000/assets/brand/gersan-logo.png,false,3,false,1,lazy,,120,27,583,132,200,image/png,18938,"public, max-age=0","W/""49fa-19fbebfcec4""",2444.2000000029802,2451.5,7.700000002980232,,2640,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/product-busbar-systems.webp,true,3,false,1,lazy,,462,289,1448,1086,200,image/webp,2043153,,"""aed2c952a8ba787f67d9cc5fd051225a""",2444.39999999851,2789.7000000029802,345.30000000447035,,2640,0,0,CRITICAL,7,large file (1.95 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-busbar.svg,true,3,false,1,lazy,,38,38,128,128,200,image/svg+xml,1011,,"""cdf6fe8b14d1dd7f46e09892d86bdca4""",2444.39999999851,2596.89999999851,152.5,,2640,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/cable-tray-and-ladder.webp,true,3,false,1,lazy,,462,289,1448,1086,200,image/webp,2117769,,"""f171e5d5177fda53dbb6a8e567ab8117""",2444.60000000149,2724,310.29999999701977,,2640,0,0,CRITICAL,7,large file (2.02 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-cable-tray.svg,true,3,false,1,lazy,,38,38,128,128,200,image/svg+xml,1009,,"""d23756fb44b933a1eed710c0451ad54a""",2444.7000000029802,2643.3000000044703,198.60000000149012,,2640,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/earthing-lighting.webp,true,3,false,1,lazy,,462,289,1448,1086,200,image/webp,1893408,,"""23fcc9357d36a6d49d98c9aaf6822a45""",2444.8000000044703,2780.2000000029802,335.3999999985099,,2640,0,0,CRITICAL,7,large file (1.81 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-earthing.svg,true,3,false,1,lazy,,38,38,128,128,200,image/svg+xml,992,,"""e4038fe378aa84cd391b8642a622582a""",2445,2780,335,,2640,0,0,NEEDS OPTIMISATION,4,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/product-underfloor-systems.webp,true,3,false,1,lazy,,462,289,1448,1086,200,image/webp,1834918,,"""1bcafb9950573c9ce76103662d86177d""",2445.10000000149,2915.10000000149,470,,2640,0,0,CRITICAL,8,moderate transfer time (470 ms); large file (1.75 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-support-system.svg,true,3,false,1,lazy,,38,38,128,128,200,image/svg+xml,979,,"""b5ac1a33dd76a1740a92130c0c75000b""",2445.2000000029802,2800.2000000029802,355,,2640,0,0,NEEDS OPTIMISATION,4,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/product-ledbus-systems.webp,true,3,false,1,lazy,,462,289,1448,1086,200,image/webp,1914509,,"""749a01d87853842deff00e1a8b99e574""",2445.2000000029802,2885.2000000029802,440,,2640,0,0,CRITICAL,8,moderate transfer time (440 ms); large file (1.83 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-lighting-busbar.svg,true,3,false,1,lazy,,38,38,128,128,200,image/svg+xml,1025,,"""66b6066a05e1538b1d1bf94941a1fad4""",2445.3000000044703,2876.39999999851,431.09999999403954,,2640,0,0,NEEDS OPTIMISATION,5,moderate transfer time (431 ms); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/product-ev-charging-systems.webp,true,3,false,1,lazy,,462,289,1448,1086,200,image/webp,1613611,,"""0716c28e41d5f616b0b6314043634347""",2445.39999999851,3023.60000000149,575.6000000014901,,2640,0,0,CRITICAL,8,moderate transfer time (576 ms); large file (1.54 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-ev-charging.svg,true,3,false,1,lazy,,38,38,128,128,200,image/svg+xml,1108,,"""ce7b21ea8271c4f656459ee600958711""",2445.39999999851,2875.2000000029802,429.80000000447035,,2640,0,0,NEEDS OPTIMISATION,5,moderate transfer time (430 ms); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/data-centres.webp,true,3,false,0,lazy,,341,213,1600,900,200,image/webp,107144,,"""4b4b4989b2f555e901daf3390bf9cbb2""",3414.89999999851,3464.5,50.899999998509884,,2640,0,0,GOOD,1,no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/commercial-buildings.webp,true,3,false,0,lazy,,341,213,1600,900,200,image/webp,232338,,"""3b82a71f02f1d3ab7d75b09ade065afd""",3414.89999999851,3527.60000000149,91.5,,2640,0,0,GOOD,2,no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/industrial-facilities.webp,true,3,false,0,lazy,,341,213,1600,900,200,image/webp,219968,,"""c4d016198f99d99da11b03f978b268d0""",3415,3504.60000000149,90.19999999552965,,2640,0,0,GOOD,2,no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/infrastructure-utilities.webp,true,3,false,0,lazy,,341,213,1600,900,200,image/webp,140636,,"""4c383e9c6ff1189ff82bbd9f225da4f2""",3415.10000000149,3471.8000000044703,87,,2640,0,0,GOOD,1,no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/renewable-energy.webp,true,3,false,0,lazy,,341,213,1600,900,200,image/webp,221492,,"""073547bb64b37bcbc3c67208ceed4d97""",3471.8000000044703,3564.2000000029802,92.39999999850988,,2640,0,0,GOOD,2,no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/healthcare.webp,true,3,false,0,lazy,,341,213,1600,900,200,image/webp,48962,,"""a1c0f7141c40508e52d48915a652bfa5""",3471.89999999851,3551.3000000044703,79.40000000596046,,2640,0,0,GOOD,1,no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/transport-infrastructure.webp,true,3,false,0,lazy,,341,213,1600,900,200,image/webp,250690,,"""309eef79c5428d97cc907009418b058b""",3472,3562.39999999851,92.60000000149012,,2640,0,0,GOOD,2,no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/education-public-sector.webp,true,3,false,0,lazy,,341,213,1600,900,200,image/webp,296176,,"""2fe0d6f865a2e10be86072461b3add7d""",3472,3561.5,102,,2640,0,0,GOOD,2,no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/technical-resources/icon-datasheets.svg,true,3,true,0,lazy,,26,26,150,150,200,image/svg+xml,356,,"""3567017e3a04ead56f3417791c01be55""",3617.7000000029802,3683.5,48.100000001490116,,2640,0,0,NEEDS OPTIMISATION,3,above the fold; no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/technical-resources/icon-certificates-tests.svg,true,3,true,0,lazy,,26,26,150,150,200,image/svg+xml,381,,"""eea6849f5ad44e2edf587eeeb468d62c""",3617.8000000044703,3683.39999999851,65.59999999403954,,2640,0,0,NEEDS OPTIMISATION,3,above the fold; no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/technical-resources/icon-installation-guidance.svg,true,3,true,0,lazy,,26,26,150,150,200,image/svg+xml,371,,"""8b41a0ebbf4a09f02a57435184fc62c4""",3734.3000000044703,3802.60000000149,68.29999999701977,,2640,0,0,NEEDS OPTIMISATION,3,above the fold; no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/technical-resources/icon-bim-cad.svg,true,3,true,0,lazy,,26,26,150,150,200,image/svg+xml,342,,"""83308fa0ffd820636f60e58552181bd4""",3734.39999999851,3778.89999999851,46.899999998509884,,2640,0,0,NEEDS OPTIMISATION,3,above the fold; no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/technical-resources/icon-specification-support.svg,true,3,true,0,lazy,,26,26,150,150,200,image/svg+xml,380,,"""ad68a67b3eb19b8b1a0cf39d47968a11""",3767.8000000044703,3815,60.100000001490116,,2640,0,0,NEEDS OPTIMISATION,3,above the fold; no effective cache-control for repeat visits
uk,desktop,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/brand/infravolt-wordmark-transparent.webp,true,3,true,0,lazy,,250,56,1040,235,200,image/webp,52456,,"""93441a0dddaf3276056bd01d677cc5c4""",3800.89999999851,3849.10000000149,48.20000000298023,,2640,0,0,NEEDS OPTIMISATION,3,above the fold; no effective cache-control for repeat visits
uk,desktop,/,priority,video,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/home/infravolt-home-hero-desktop.mp4,true,3,false,1,metadata,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/home/infravolt-home-hero-poster.webp,1898,982,,,206,video/mp4,11458101,,"""bc105ff594945aaf303da2e31134eea7""",212.80000000447035,467.8999999985099,255.09999999403954,468.20000000298023,2640,0,0,CRITICAL,8,video asset; large file (10.93 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/brand/infravolt-wordmark-primary.webp,true,3,true,1,eager,,192,43,1040,235,200,image/webp,126044,,"""15ab34f45bad11445e87379fdf35c690""",148.70000000298023,258.5,109,,1548,0,0,NEEDS OPTIMISATION,4,above the fold; mobile viewport; no effective cache-control for repeat visits
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/cable-management.webp,true,3,false,1,lazy,,101,101,1024,1024,200,image/webp,1695614,,"""0504d347880f826b43fc96ac12cbc6fb""",1480.4000000059605,1572.8999999985099,88.79999999701977,,1548,0,0,CRITICAL,7,mobile viewport; large file (1.62 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/busbar-systems.webp,true,3,false,1,eager,,101,101,1024,1024,200,image/webp,1637973,,"""9c06a079753a8741c9937486f7259cba""",148.90000000596046,299.79999999701977,145.10000000149012,,1548,0,0,CRITICAL,7,mobile viewport; large file (1.56 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/underfloor-cable-trunking.webp,true,3,false,1,lazy,,101,101,1024,1024,200,image/webp,1620336,,"""12e01da1555dd0591896fd36b2732f57""",1480.4000000059605,1796.2999999970198,229.69999999552965,,1548,0,0,CRITICAL,8,mobile viewport; large file (1.55 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/earthing-lightning-protection.webp,true,3,false,1,lazy,,101,101,1024,1024,200,image/webp,1781015,,"""277621dec07d86630ff44111c28dace1""",1480.5,1765.1000000014901,247.10000000149012,,1548,0,0,CRITICAL,8,mobile viewport; large file (1.70 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/led-systems.webp,true,3,false,1,lazy,,101,101,1024,1024,200,image/webp,1717800,,"""6c6b2620906827ac13a5760292e962ab""",1480.6000000014901,1918.6000000014901,448.29999999701977,,1548,0,0,CRITICAL,9,mobile viewport; moderate transfer time (448 ms); large file (1.64 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/media/hero-badges/ev-charging-systems.webp,true,3,false,1,lazy,,101,101,1024,1024,200,image/webp,1645686,,"""a1f5b5480144c89fa2d1b2b5325fa9ae""",1480.6000000014901,2014.3999999985099,398.5,,1548,0,0,CRITICAL,8,mobile viewport; large file (1.57 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan-zonguldak-factory.webp,true,3,false,1,lazy,,350,197,1672,941,200,image/webp,2514210,,"""3da72dff4693e6e71389643ce1ca0a41""",1481.6000000014901,2311.1999999955297,702.3999999985099,,1548,0,0,CRITICAL,9,mobile viewport; moderate transfer time (702 ms); large file (2.40 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,http://uk.infravolt.localhost:3000/assets/brand/gersan-logo.png,false,3,false,1,lazy,,120,27,583,132,200,image/png,18938,"public, max-age=0","W/""49fa-19fbebfcec4""",1480.8000000044703,1487.5,7.299999997019768,,1548,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/product-busbar-systems.webp,true,3,false,1,lazy,,167,101,1448,1086,200,image/webp,2043153,,"""aed2c952a8ba787f67d9cc5fd051225a""",1480.8000000044703,1980.9000000059605,500.1000000014901,,1548,0,0,CRITICAL,9,mobile viewport; moderate transfer time (500 ms); large file (1.95 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-busbar.svg,true,3,false,0,lazy,,0,0,,,,,,,,,,,,1548,0,0,GOOD,2,mobile viewport; no effective cache-control for repeat visits
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/cable-tray-and-ladder.webp,true,3,false,1,lazy,,167,101,1448,1086,200,image/webp,2117769,,"""f171e5d5177fda53dbb6a8e567ab8117""",1480.8000000044703,1767,280,,1548,0,0,CRITICAL,8,mobile viewport; large file (2.02 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-cable-tray.svg,true,3,false,0,lazy,,0,0,,,,,,,,,,,,1548,0,0,GOOD,2,mobile viewport; no effective cache-control for repeat visits
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/earthing-lighting.webp,true,3,false,1,lazy,,167,101,1448,1086,200,image/webp,1893408,,"""23fcc9357d36a6d49d98c9aaf6822a45""",1480.8000000044703,1847.6000000014901,362.5,,1548,0,0,CRITICAL,8,mobile viewport; large file (1.81 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-earthing.svg,true,3,false,0,lazy,,0,0,,,,,,,,,,,,1548,0,0,GOOD,2,mobile viewport; no effective cache-control for repeat visits
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/product-underfloor-systems.webp,true,3,false,1,lazy,,167,101,1448,1086,200,image/webp,1834918,,"""1bcafb9950573c9ce76103662d86177d""",1481,1977.6000000014901,425.20000000298023,,1548,0,0,CRITICAL,9,mobile viewport; moderate transfer time (425 ms); large file (1.75 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-support-system.svg,true,3,false,0,lazy,,0,0,,,,,,,,,,,,1548,0,0,GOOD,2,mobile viewport; no effective cache-control for repeat visits
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/product-ledbus-systems.webp,true,3,false,1,lazy,,167,101,1448,1086,200,image/webp,1914509,,"""749a01d87853842deff00e1a8b99e574""",1481,2029.7000000029802,491.20000000298023,,1548,0,0,CRITICAL,9,mobile viewport; moderate transfer time (491 ms); large file (1.83 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-lighting-busbar.svg,true,3,false,0,lazy,,0,0,,,,,,,,,,,,1548,0,0,GOOD,2,mobile viewport; no effective cache-control for repeat visits
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/products/thumbnails/product-ev-charging-systems.webp,true,3,false,1,lazy,,167,101,1448,1086,200,image/webp,1613611,,"""0716c28e41d5f616b0b6314043634347""",1481,1983.1000000014901,498.1000000014901,,1548,0,0,CRITICAL,9,mobile viewport; moderate transfer time (498 ms); large file (1.54 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/products/icon-ev-charging.svg,true,3,false,0,lazy,,0,0,,,,,,,,,,,,1548,0,0,GOOD,2,mobile viewport; no effective cache-control for repeat visits
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/data-centres.webp,true,3,false,1,lazy,,167,102,1600,900,200,image/webp,107144,,"""4b4b4989b2f555e901daf3390bf9cbb2""",1481.2000000029802,2014.8999999985099,485.19999999552965,,1548,0,0,CRITICAL,6,mobile viewport; moderate transfer time (485 ms); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/commercial-buildings.webp,true,3,false,1,lazy,,167,102,1600,900,200,image/webp,232338,,"""3b82a71f02f1d3ab7d75b09ade065afd""",1481.2000000029802,2024.7999999970198,514.5999999940395,,1548,0,0,CRITICAL,7,mobile viewport; moderate transfer time (515 ms); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/industrial-facilities.webp,true,3,false,1,lazy,,167,102,1600,900,200,image/webp,219968,,"""c4d016198f99d99da11b03f978b268d0""",1481.3000000044703,2033.1000000014901,544.8000000044703,,1548,0,0,CRITICAL,7,mobile viewport; moderate transfer time (545 ms); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/infrastructure-utilities.webp,true,3,false,1,lazy,,167,102,1600,900,200,image/webp,140636,,"""4c383e9c6ff1189ff82bbd9f225da4f2""",1481.4000000059605,2039.3999999985099,557.6000000014901,,1548,0,0,CRITICAL,6,mobile viewport; moderate transfer time (558 ms); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/renewable-energy.webp,true,3,false,1,lazy,,167,102,1600,900,200,image/webp,221492,,"""073547bb64b37bcbc3c67208ceed4d97""",1481.5,2143.7999999970198,571.7000000029802,,1548,0,0,CRITICAL,7,mobile viewport; moderate transfer time (572 ms); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/healthcare.webp,true,3,false,1,lazy,,167,102,1600,900,200,image/webp,48962,,"""a1c0f7141c40508e52d48915a652bfa5""",1481.5,2074.60000000149,570.8999999985099,,1548,0,0,CRITICAL,6,mobile viewport; moderate transfer time (571 ms); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/transport-infrastructure.webp,true,3,false,0,lazy,,167,102,1600,900,200,image/webp,250690,,"""309eef79c5428d97cc907009418b058b""",2723.39999999851,2836,81.30000000447035,,1548,0,0,NEEDS OPTIMISATION,3,mobile viewport; no effective cache-control for repeat visits
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/industries/cards/education-public-sector.webp,true,3,false,0,lazy,,167,102,1600,900,200,image/webp,296176,,"""2fe0d6f865a2e10be86072461b3add7d""",2723.5,2950.2999999970198,82.20000000298023,,1548,0,0,NEEDS OPTIMISATION,3,mobile viewport; no effective cache-control for repeat visits
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/technical-resources/icon-datasheets.svg,true,3,false,0,lazy,,22,22,150,150,200,image/svg+xml,356,,"""3567017e3a04ead56f3417791c01be55""",2791,2867.39999999851,51.600000001490116,,1548,0,0,GOOD,2,mobile viewport; no effective cache-control for repeat visits
uk,mobile,/,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/icons/technical-resources/icon-certificates-tests.svg,true,3,false,0,lazy,,22,22,150,150,200,image/svg+xml,381,,"""eea6849f5ad44e2edf587eeeb468d62c""",2791.10000000149,2871.7999999970198,80.69999999552965,,1548,0,0,GOOD,2,mobile viewport; no effective cache-control for repeat visits
